121,0.007980900447690077
21,0.00773199690384895
245,0.0073596982242933534
1531,0.00509443493479052
1367,0.0028368688730270627
31,0.002536825514397531
80,0.0022162064144832976
1040,0.0021822217986801574
254,0.0020234173700401418
452,0.0019452122779361448
157,0.0016264702294753928
392,0.0016193447459923406
169,0.001609879260951298
100,0.0015630772681126176
561,0.0014600817718101963
3870,0.001444227612031528
997,0.0013542028867270972
884,0.001277463790393688
202,0.0012661292085745428
8,0.0012574651534856128
72,0.0012303851036225796
145,0.0011901844773671373
27,0.0010920334137220068
645,0.0010830760816350413
490,0.0010627138599756559
2883,0.0010502232969603802
81,0.0010264701463636222
942,0.0010100945315862895
125,9.523709599737118E-4
247,9.402541493313323E-4
337,8.777633435228181E-4
179,8.77649147682391E-4
708,8.765901575876744E-4
1403,8.696937751759689E-4
484,8.574933411022026E-4
26,8.539266103023603E-4
152,8.526034319397577E-4
321,8.27765056482347E-4
242,8.118541911841429E-4
15492,8.010101815944544E-4
1964,7.869168498055716E-4
1043,7.852419032019016E-4
857,7.712818316688435E-4
1755,7.504104251866616E-4
1200,7.226666203535133E-4
281,7.11962894055814E-4
154,7.09128861228725E-4
16,7.030626141290897E-4
15686,7.026955394998165E-4
1365,7.023363440686464E-4
1153,7.004750655560831E-4
3692,6.875380309518326E-4
3120,6.815074960944333E-4
1158,6.812802522957555E-4
20,6.747389501431632E-4
69,6.59852390810502E-4
646,6.540518301571911E-4
559,6.481813586969538E-4
132,6.35885755275979E-4
271,6.342272850899115E-4
1370,6.324140881695274E-4
320,6.192483082782945E-4
177,6.185814184041837E-4
246,5.984924278786845E-4
946,5.91505999968688E-4
437,5.882857747687206E-4
3087,5.872710024226669E-4
713,5.865877849997259E-4
218,5.791044382873099E-4
1570,5.690926513430758E-4
36,5.662046073630863E-4
122,5.620294975138031E-4
1094,5.611304252274531E-4
389,5.596661711870314E-4
2100,5.57797126373304E-4
890,5.515730369762219E-4
277,5.506995370286755E-4
1712,5.482056403567831E-4
1203,5.471264154453631E-4
947,5.449854249577617E-4
2523,5.447728913880963E-4
553,5.416194218274268E-4
1506,5.395635703273954E-4
1831,5.381862930141138E-4
794,5.319807796489239E-4
124,5.282627970954255E-4
3749,5.219298053012414E-4
1818,5.195725442453337E-4
5197,5.180576448260193E-4
4780,5.148942154730177E-4
388,5.144199566273216E-4
1455,5.138347827586379E-4
2114,5.125210226347289E-4
1154,5.092746608267924E-4
184,5.040582553193837E-4
382,4.984300096680819E-4
403,4.981880507535649E-4
1498,4.962229680636052E-4
402,4.946169544253452E-4
395,4.944876934522986E-4
394,4.93942544215128E-4
384,4.931453900923706E-4
390,4.920614134445622E-4
1658,4.895753182621068E-4
381,4.88302838888232E-4
383,4.88302838888232E-4
385,4.88302838888232E-4
386,4.88302838888232E-4
391,4.88302838888232E-4
393,4.88302838888232E-4
396,4.88302838888232E-4
397,4.88302838888232E-4
398,4.88302838888232E-4
401,4.88302838888232E-4
2824,4.878500158051377E-4
63,4.7383830921988746E-4
644,4.677854646118449E-4
806,4.6125161954181355E-4
3382,4.6018567511564617E-4
3512,4.592414221540399E-4
2365,4.591202362856954E-4
523,4.5736803622135083E-4
2796,4.571531089466243E-4
2359,4.521471526788099E-4
1059,4.4892776895837664E-4
808,4.4456807919090395E-4
2069,4.421604067893425E-4
181,4.394310477555228E-4
334,4.3856814947875475E-4
3674,4.379422061073155E-4
71,4.3550359158107835E-4
2843,4.35337965911867E-4
3783,4.299895052761525E-4
2014,4.2844811001725003E-4
710,4.221960288302232E-4
930,4.191320512826463E-4
2046,4.1664664005367635E-4
82,4.1603352050045194E-4
1202,4.154551000979757E-4
4183,4.0426175314249937E-4
3495,4.0069003214469846E-4
3003,3.975253017592171E-4
1495,3.9154859778667647E-4
655,3.864431005819664E-4
649,3.811762430970233E-4
